filename AU01_r AU02_r AU04_r AU05_r AU06_r AU07_r AU09_r AU10_r AU12_r AU14_r AU15_r AU17_r AU20_r AU23_r AU25_r AU26_r AU45_r
frame_det_00_014363.jpg 0.83 0.61 0.13 0.0 2.84 3.25 0.47 2.57 3.64 1.84 0.0 0.0 0.2 0.0 3.44 0.9 0.0
frame_det_00_014365.jpg 0.0 0.0 0.0 0.0 1.54 1.8 0.0 0.0 2.23 2.0 0.0 0.0 1.48 0.57 0.91 0.14 0.12
frame_det_00_014379.jpg 0.0 0.0 1.18 0.0 0.63 0.0 1.62 1.62 0.0 0.0 1.48 2.13 0.0 0.58 0.0 1.25 0.16
frame_det_00_014383.jpg 0.19 1.23 0.99 0.99 2.95 2.18 1.5 1.93 3.0 1.91 0.0 0.0 0.0 0.0 2.96 0.78 0.0
frame_det_00_014396.jpg 1.17 1.7 0.49 0.8 0.21 0.0 0.0 1.3 0.43 1.01 0.03 0.99 0.0 0.0 0.17 0.0 0.36
frame_det_00_014410.jpg 0.77 0.0 1.62 0.0 1.3 1.09 1.15 0.63 0.9 2.56 0.0 1.27 0.0 0.0 0.0 2.33 1.39
frame_det_00_014418.jpg 0.0 0.0 0.0 0.03 1.0 0.0 0.0 1.7 2.23 2.18 0.0 0.0 0.0 0.0 2.21 0.0 0.0
frame_det_00_014420.jpg 0.0 0.18 0.0 0.8 0.07 1.94 0.0 0.0 1.28 1.59 0.12 0.6 0.0 0.49 0.0 0.13 0.0
frame_det_00_014431.jpg 0.59 0.11 0.78 1.69 0.8 0.64 1.65 0.86 0.0 0.96 1.1 0.0 1.25 1.45 2.93 1.0 0.1
frame_det_00_014434.jpg 0.9 0.28 1.22 0.4 0.0 1.18 0.5 1.31 0.0 0.69 0.4 2.42 0.0 1.36 0.0 2.33 0.0
frame_det_00_014439.jpg 0.0 0.0 0.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.55 0.0 0.34 0.0 0.0 2.01 0.0
frame_det_00_014447.jpg 0.0 0.0 0.0 0.0 2.5 0.65 0.0 2.49 4.11 1.67 0.0 0.0 0.43 0.0 2.66 0.0 0.0
frame_det_00_014450.jpg 1.1 0.94 0.0 0.6 0.49 0.3 0.0 1.07 1.96 1.59 0.27 0.25 0.43 0.56 1.04 0.7 0.0
frame_det_00_014467.jpg 0.87 1.41 0.0 0.0 0.0 0.0 0.0 0.73 0.0 0.0 0.53 0.0 0.2 0.0 1.62 0.66 1.3
frame_det_00_014469.jpg 0.67 0.0 3.05 0.0 0.83 0.0 0.0 1.58 1.18 0.89 1.21 1.04 0.0 0.99 0.0 0.0 0.0
frame_det_00_014481.jpg 0.19 0.05 0.0 0.69 0.0 0.0 0.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.39 0.0
frame_det_00_014486.jpg 0.26 0.81 0.0 0.41 0.21 4.44 1.15 0.0 0.13 0.51 0.0 1.8 0.0 1.18 1.15 1.18 0.0
frame_det_00_014491.jpg 1.35 0.47 0.16 0.0 3.36 1.34 0.42 2.95 4.3 2.55 0.0 0.0 0.0 0.0 3.2 0.66 0.0
frame_det_00_014501.jpg 1.22 0.34 0.0 0.0 0.0 1.77 0.0 0.17 1.29 1.96 0.0 0.35 0.0 0.67 0.0 0.65 0.0
frame_det_00_014509.jpg 1.63 1.53 0.64 1.44 0.0 0.0 0.0 0.29 0.0 0.66 0.88 0.53 0.67 0.0 0.13 0.0 0.0
frame_det_00_014521.jpg 0.0 0.0 0.0 0.0 0.65 0.68 0.64 1.45 1.73 0.96 0.0 0.0 0.15 0.0 1.33 0.21 0.0
frame_det_00_014523.jpg 0.83 0.0 1.67 0.0 0.0 0.0 0.0 2.03 0.47 0.67 0.0 0.0 0.0 0.0 0.0 0.64 1.78
frame_det_00_014529.jpg 1.63 0.0 1.33 0.0 1.92 0.0 0.53 1.91 1.7 2.73 0.98 0.0 0.96 0.0 2.2 0.19 0.32
frame_det_00_014533.jpg 1.18 0.93 3.0 0.83 1.59 0.45 0.6 1.0 1.44 1.94 0.0 0.07 0.0 0.69 0.29 0.28 0.0
frame_det_00_014538.jpg 0.0 0.05 0.0 0.0 1.22 0.78 0.0 1.11 2.06 0.9 0.0 0.0 0.14 0.0 2.18 1.46 0.0
frame_det_00_014546.jpg 0.79 1.33 0.0 0.0 1.79 0.08 0.0 2.88 2.79 1.97 0.0 0.0 1.22 0.0 4.12 1.5 0.0
frame_det_00_014555.jpg 1.16 0.76 0.08 0.0 0.0 0.16 0.0 0.76 0.5 0.73 0.0 0.0 0.34 0.0 1.32 0.45 0.0
frame_det_00_014556.jpg 0.0 0.0 0.0 1.49 0.0 0.0 0.0 0.88 0.0 0.51 0.0 0.0 0.65 0.0 0.31 0.62 0.0
frame_det_00_014563.jpg 0.75 0.0 1.12 0.0 0.0 2.41 0.0 0.69 0.0 0.0 0.22 0.18 0.0 0.0 0.62 0.81 0.69
frame_det_00_014564.jpg 1.32 0.79 1.67 0.0 1.67 0.72 0.15 2.82 2.88 2.47 0.0 0.0 0.0 0.28 0.9 0.3 0.0
frame_det_00_014573.jpg 0.58 0.65 0.0 0.2 0.0 0.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.59 1.3 0.15
frame_det_00_014577.jpg 0.0 0.0 2.19 1.35 2.73 3.48 2.56 3.04 0.79 0.0 1.27 1.46 0.0 0.0 1.5 0.0 0.0
frame_det_00_014578.jpg 0.0 0.03 0.0 0.26 0.39 0.0 0.55 0.71 0.66 0.0 0.0 0.0 0.0 0.0 1.73 0.31 0.0
frame_det_00_014585.jpg 0.17 0.0 0.0 0.0 0.27 0.0 0.0 0.76 2.21 1.68 0.0 0.0 0.4 0.0 0.2 0.76 0.0
frame_det_00_014589.jpg 0.0 0.7 0.0 1.5 0.0 0.0 0.0 0.0 1.03 2.08 0.0 0.0 0.0 0.05 0.0 0.41 0.0
frame_det_00_014591.jpg 0.0 0.0 0.0 0.0 0.69 0.92 0.19 0.67 2.41 1.83 0.0 0.04 0.25 0.54 0.73 0.0 0.0
frame_det_00_014602.jpg 0.0 0.0 0.57 2.67 0.0 0.0 0.0 0.61 1.34 0.0 0.0 0.0 0.0 0.51 0.87 0.9 0.0
frame_det_00_014611.jpg 0.12 0.01 0.28 0.0 2.47 0.22 0.25 1.32 2.94 0.75 0.0 0.0 0.41 0.0 3.11 0.0 0.0
frame_det_00_014616.jpg 0.4 0.0 0.8 0.0 0.34 0.19 0.0 0.86 0.98 0.81 0.0 0.0 0.0 0.0 0.0 0.08 0.0
frame_det_00_014623.jpg 0.83 1.57 0.0 1.12 0.0 0.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.74 0.57 0.0
frame_det_00_014631.jpg 0.32 0.15 0.0 1.27 0.0 0.0 0.36 0.0 0.0 0.0 1.04 0.0 0.14 0.0 0.5 0.35 0.0
frame_det_00_014636.jpg 0.59 0.72 0.46 0.0 1.62 2.32 0.59 0.99 2.51 1.85 0.0 1.04 0.0 0.11 1.32 0.69 0.55
frame_det_00_014651.jpg 0.0 0.63 1.27 1.59 2.67 0.0 0.0 2.36 3.4 1.46 0.0 0.0 0.0 0.0 3.07 1.32 0.0
frame_det_00_014659.jpg 1.06 0.26 0.0 0.0 0.28 0.68 0.0 0.19 0.41 0.8 0.24 0.26 0.0 0.55 0.47 0.25 0.79
frame_det_00_014665.jpg 1.48 1.63 0.0 1.86 1.16 2.35 1.01 1.6 1.46 1.44 0.78 0.0 0.0 0.0 1.31 0.0 0.76
frame_det_00_014667.jpg 0.0 0.0 0.0 0.08 0.0 0.02 0.64 0.24 0.97 0.71 0.0 0.0 0.0 0.0 1.88 0.7 0.0
frame_det_00_014670.jpg 0.0 0.0 0.0 0.0 2.25 3.95 1.33 3.2 2.75 1.53 0.0 0.0 0.0 0.0 3.08 1.18 0.0
frame_det_00_014683.jpg 0.0 0.25 0.0 1.31 0.22 0.0 0.0 0.41 1.74 0.67 0.0 0.0 0.0 0.17 0.88 0.31 0.0
frame_det_00_014705.jpg 0.0 0.0 0.0 0.0 2.18 0.71 0.0 2.04 3.17 1.96 0.0 0.0 0.0 0.0 2.66 0.27 0.0
frame_det_00_014708.jpg 0.99 1.28 0.34 0.0 1.92 0.48 1.78 2.76 1.3 2.58 0.71 2.17 1.11 0.92 0.71 1.92 0.02
frame_det_00_014710.jpg 0.0 0.0 0.0 0.0 0.77 1.2 0.28 0.0 1.84 1.43 0.0 0.0 0.17 0.36 0.0 0.0 0.0
frame_det_00_014713.jpg 0.44 1.12 0.0 0.83 0.0 0.0 0.2 0.06 0.07 0.0 0.04 0.0 0.0 0.0 0.21 0.65 0.48
frame_det_00_014717.jpg 0.66 0.0 1.13 0.43 1.2 1.42 0.91 1.22 1.59 1.55 0.71 1.38 0.61 0.83 1.51 2.39 0.0
frame_det_00_014719.jpg 0.63 0.9 0.0 0.61 1.38 1.58 0.48 2.07 2.46 1.01 0.35 0.0 0.0 0.14 2.93 0.74 0.0
frame_det_00_014724.jpg 0.0 0.0 0.0 0.0 3.06 2.7 0.1 2.3 3.82 1.6 0.0 0.14 0.0 0.63 2.04 0.0 0.0
frame_det_00_014752.jpg 0.23 0.0 0.0 0.0 2.57 2.18 0.28 3.31 3.37 1.67 0.0 0.0 0.0 0.0 2.5 0.0 0.0
frame_det_00_014757.jpg 0.0 0.0 0.0 0.0 2.1 2.53 0.0 1.77 3.33 1.05 0.0 0.0 0.0 0.07 2.91 0.33 0.27
frame_det_00_014772.jpg 0.57 0.37 1.08 1.02 2.4 2.71 0.91 1.63 1.57 2.01 1.31 0.0 0.0 0.02 2.9 0.0 1.1
frame_det_00_014781.jpg 0.83 0.39 0.87 0.0 3.63 1.74 1.85 3.71 2.09 2.8 1.57 1.94 0.0 2.63 1.71 0.0 0.45
frame_det_00_014789.jpg 0.0 0.0 0.16 0.0 2.43 3.2 0.88 2.62 3.29 0.29 0.0 0.0 0.0 0.0 2.69 0.72 0.0
frame_det_00_014802.jpg 0.0 0.0 0.41 0.0 2.2 0.0 0.67 1.22 2.12 1.19 0.0 0.23 0.0 0.05 0.0 0.28 0.0
frame_det_00_014810.jpg 1.7 1.5 2.19 0.34 0.03 0.0 0.0 0.71 0.0 0.21 0.87 1.01 0.41 0.0 1.23 0.32 0.0
frame_det_00_014836.jpg 0.0 0.0 0.0 0.09 2.26 1.52 0.01 2.93 4.29 1.92 0.0 0.0 0.0 0.0 3.41 1.09 0.0
frame_det_00_014838.jpg 0.68 0.0 0.48 0.0 0.0 0.0 0.03 0.0 0.0 0.7 0.0 0.1 0.0 0.0 0.41 0.82 0.0
frame_det_00_014841.jpg 0.38 0.0 0.4 0.0 2.44 1.74 1.68 2.9 3.36 0.82 0.0 0.0 0.34 0.0 2.66 0.75 0.37
frame_det_00_014843.jpg 0.15 0.32 0.1 0.85 0.8 0.1 0.0 0.23 0.86 0.7 0.0 0.71 0.0 0.58 0.61 0.65 0.44
frame_det_00_014845.jpg 1.57 0.0 0.0 0.56 2.5 1.95 0.0 2.12 1.8 0.7 0.77 0.0 3.24 0.26 2.34 0.0 0.0
frame_det_00_014856.jpg 0.0 0.0 0.01 0.6 0.0 0.5 0.0 0.0 0.19 0.0 0.31 0.0 0.0 0.0 1.49 0.39 0.0
frame_det_00_014858.jpg 0.29 0.0 0.09 0.0 0.86 0.63 0.19 1.73 1.82 0.88 0.49 0.0 0.0 0.0 1.74 2.32 0.45
frame_det_00_014860.jpg 0.51 0.0 0.05 0.17 1.58 0.91 0.0 2.55 2.67 1.23 0.0 0.0 0.0 0.0 2.08 1.26 0.0
frame_det_00_014862.jpg 0.0 1.11 0.0 1.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.26 0.38 0.0
frame_det_00_014868.jpg 1.17 1.3 0.83 0.74 1.15 1.49 0.17 0.36 1.48 1.44 0.53 0.85 0.08 0.25 0.91 0.0 0.22
frame_det_00_014876.jpg 0.47 0.62 1.11 0.0 0.0 0.0 0.0 1.11 0.0 0.0 0.28 0.0 0.0 0.0 0.15 0.61 0.54
frame_det_00_014891.jpg 0.0 0.0 0.0 0.0 1.59 1.75 1.23 1.98 0.94 0.7 0.0 0.54 0.54 0.53 0.0 0.86 0.74
frame_det_00_014895.jpg 0.43 1.09 0.3 0.29 1.86 0.8 0.94 1.74 1.12 0.12 0.57 0.0 1.31 0.0 2.56 1.04 0.58
frame_det_00_014900.jpg 0.97 3.51 0.0 0.35 0.0 0.0 1.04 0.66 1.07 0.94 0.0 1.04 1.55 0.0 0.95 1.6 1.41
frame_det_00_014905.jpg 0.54 0.93 0.73 2.18 1.49 2.7 0.0 0.77 0.91 2.59 0.95 0.02 1.57 0.98 2.07 0.06 0.0
frame_det_00_014910.jpg 0.35 1.03 0.0 0.0 1.6 0.0 0.0 1.1 3.13 1.59 0.0 0.0 0.65 0.48 2.55 0.83 0.0
frame_det_00_014919.jpg 1.51 0.76 0.39 0.11 0.0 0.0 0.0 0.0 0.0 0.0 0.16 0.0 0.64 0.0 0.0 0.87 0.0
frame_det_00_014920.jpg 0.13 0.67 0.69 1.03 0.0 0.0 1.14 1.62 0.0 0.0 1.09 0.01 0.0 0.04 1.34 0.06 0.23
frame_det_00_014959.jpg 1.36 2.6 0.0 1.21 0.0 1.48 0.3 0.55 0.42 1.63 0.34 0.0 1.87 0.0 2.3 0.0 0.0
frame_det_00_014961.jpg 1.36 1.3 0.0 1.64 0.0 0.0 0.0 1.49 0.27 0.89 0.43 0.07 0.0 0.0 0.0 0.43 0.0
frame_det_00_014965.jpg 0.0 0.0 0.26 0.0 3.03 3.1 0.86 2.9 4.49 2.03 0.47 0.0 0.83 0.14 3.57 1.0 0.44
frame_det_00_014977.jpg 0.56 0.0 0.19 0.0 1.64 1.15 1.46 1.44 0.0 0.0 1.13 2.19 0.0 0.71 0.67 0.0 1.02
frame_det_00_014985.jpg 0.0 0.0 0.0 0.92 0.0 0.0 0.0 0.07 0.0 1.76 0.0 0.01 0.0 0.32 0.0 0.0 0.0
frame_det_00_014986.jpg 0.96 1.62 1.1 2.1 0.0 0.0 0.0 1.08 0.73 2.11 1.26 0.41 0.53 0.85 0.81 1.72 0.18
frame_det_00_014988.jpg 3.31 0.43 1.83 1.06 0.0 0.78 0.26 0.41 0.12 2.45 0.25 0.0 0.0 0.0 0.53 1.38 0.0
frame_det_00_014993.jpg 1.84 3.94 0.0 0.49 1.62 2.04 0.98 1.23 2.57 1.46 0.85 0.0 0.0 0.0 2.16 1.86 1.41
frame_det_00_015008.jpg 0.01 0.0 0.87 1.32 0.0 0.77 0.44 0.86 0.0 0.16 0.0 0.0 0.0 0.0 0.0 1.23 0.0
frame_det_00_015011.jpg 0.08 0.68 1.69 0.0 3.12 1.36 1.01 2.77 3.53 2.4 0.0 0.0 0.0 0.12 4.03 1.6 0.0
frame_det_00_015064.jpg 0.55 1.33 0.0 0.85 0.0 0.0 0.26 0.0 0.22 0.0 0.0 0.0 0.0 0.0 0.86 0.18 0.16
frame_det_00_015065.jpg 0.59 0.0 0.13 0.0 2.1 1.39 0.98 1.26 1.57 2.77 0.0 1.3 0.0 0.0 0.0 0.0 0.66
frame_det_00_015067.jpg 0.0 0.63 0.0 1.18 0.0 0.28 0.0 0.0 1.17 1.31 0.0 0.0 0.86 0.15 1.1 0.13 0.18
frame_det_00_015069.jpg 0.6 0.58 0.0 0.7 0.17 0.0 0.0 0.0 0.14 0.0 0.12 1.92 0.0 0.0 0.0 0.97 0.0
frame_det_00_015072.jpg 0.45 2.15 0.29 0.0 0.82 0.0 0.0 0.46 1.57 0.72 0.0 0.0 0.0 0.0 2.86 1.8 0.66
frame_det_00_015073.jpg 1.47 0.75 0.87 0.0 2.1 0.0 0.0 2.35 3.99 2.09 0.0 0.0 0.38 0.0 2.72 0.84 0.0
frame_det_00_015087.jpg 0.19 0.76 0.0 0.79 0.04 0.0 0.0 0.62 1.19 0.72 0.0 0.0 0.43 0.0 0.99 0.0 0.0
frame_det_00_015088.jpg 0.0 0.0 1.83 0.0 1.35 2.12 1.91 2.71 0.83 0.0 0.16 2.11 0.0 0.93 0.0 1.09 0.0
frame_det_00_015093.jpg 0.28 0.65 0.0 1.23 0.25 0.0 0.2 1.16 0.9 0.85 0.0 0.0 1.13 0.04 1.23 1.1 0.02
frame_det_00_015094.jpg 1.3 0.01 0.54 0.7 0.9 3.19 0.05 0.05 1.51 0.0 0.13 0.0 0.62 0.0 2.62 0.26 0.49
frame_det_00_015105.jpg 1.29 1.12 0.0 0.21 0.14 1.4 0.0 0.0 1.02 1.29 0.0 0.0 1.15 0.49 0.0 1.07 0.0
frame_det_00_015109.jpg 0.41 0.88 0.02 0.71 0.46 0.0 0.0 0.04 1.64 0.88 0.0 0.0 0.11 0.05 0.2 0.0 0.0
frame_det_00_015119.jpg 0.0 0.38 0.0 0.36 1.32 0.0 0.99 0.42 2.31 1.37 0.0 0.0 1.24 0.0 1.42 0.87 0.06
frame_det_00_015120.jpg 0.0 0.0 0.0 0.0 1.64 2.83 0.71 1.0 2.41 1.25 0.0 0.47 0.0 0.18 0.57 0.66 0.0
frame_det_00_015140.jpg 0.04 1.22 0.0 1.76 0.59 0.32 0.0 0.86 2.82 0.49 0.0 0.67 0.0 0.33 1.28 1.95 0.0
frame_det_00_015146.jpg 0.25 0.91 0.0 0.1 0.8 0.9 0.16 1.04 2.02 0.65 0.0 0.3 0.0 0.31 0.96 1.0 1.13
frame_det_00_015150.jpg 0.0 0.03 0.0 0.88 0.89 0.85 0.93 0.1 1.89 0.29 0.0 0.0 0.0 0.02 1.51 1.05 0.0
frame_det_00_015154.jpg 0.0 0.0 0.0 0.38 0.96 2.57 1.09 1.95 1.73 0.76 0.0 0.0 0.0 0.0 1.22 1.67 0.0
frame_det_00_015173.jpg 0.39 0.0 1.32 0.0 1.19 0.8 1.03 1.14 2.2 0.57 0.0 0.0 0.0 0.28 2.15 1.68 0.32
frame_det_00_015192.jpg 0.1 0.0 0.0 0.57 1.53 1.19 0.4 2.36 3.25 1.82 0.32 0.0 0.26 0.0 2.95 0.22 0.0
frame_det_00_015194.jpg 0.45 0.0 0.06 0.0 0.18 0.0 0.0 0.62 1.21 1.5 1.64 0.4 0.37 0.0 0.66 0.0 0.79
frame_det_00_015202.jpg 0.0 0.0 0.0 0.02 2.96 0.9 0.0 2.89 4.29 1.26 0.0 0.0 0.29 1.08 3.65 1.18 0.0
frame_det_00_015219.jpg 0.43 0.61 0.0 0.89 0.57 0.33 0.49 1.4 1.09 1.88 0.42 0.64 0.0 0.43 0.38 0.85 0.0
frame_det_00_015223.jpg 0.83 0.06 0.0 0.69 0.0 0.0 0.0 0.69 0.68 0.29 0.7 0.0 0.51 0.0 1.37 0.0 0.0
frame_det_00_015233.jpg 0.0 0.13 0.0 0.53 0.64 0.68 1.06 0.6 0.6 0.67 0.0 1.11 0.0 0.4 0.0 0.0 0.36
frame_det_00_015246.jpg 0.6 1.4 0.87 0.0 1.26 0.0 0.61 0.49 0.44 1.33 0.17 0.87 1.15 0.78 0.0 0.61 0.32
frame_det_00_015248.jpg 0.0 0.16 0.0 0.0 1.91 1.01 0.4 1.76 3.64 2.19 0.0 0.0 0.0 0.0 3.09 0.39 0.0
frame_det_00_015270.jpg 0.0 0.0 0.53 0.0 1.33 1.52 1.42 1.49 0.59 1.36 0.6 1.2 0.67 1.41 0.0 0.48 0.55
frame_det_00_015278.jpg 0.36 0.85 0.0 0.08 0.84 0.38 0.0 1.21 1.47 2.0 0.0 0.0 0.0 0.0 2.14 1.05 0.0
frame_det_00_015280.jpg 0.03 0.0 0.0 0.45 2.54 2.08 0.25 1.96 2.99 1.65 0.0 0.0 0.68 0.0 3.68 1.38 0.0
frame_det_00_015290.jpg 0.39 1.35 0.0 0.92 0.69 0.0 0.07 0.49 2.56 0.97 0.0 0.0 0.0 0.08 1.88 0.0 0.0
frame_det_00_015294.jpg 0.85 0.0 2.34 0.0 0.69 2.52 0.51 0.66 2.73 1.0 0.0 0.0 0.3 0.0 2.25 0.95 0.0
frame_det_00_015296.jpg 0.0 0.0 0.89 0.0 2.82 2.16 0.69 1.79 3.31 1.96 0.0 0.0 1.16 0.0 2.72 1.1 0.0
frame_det_00_015301.jpg 0.51 1.08 0.0 1.61 1.08 0.48 0.45 0.51 1.48 0.0 0.0 0.0 0.0 0.0 1.46 1.48 0.0
frame_det_00_015309.jpg 0.0 0.72 0.0 1.11 0.0 0.0 0.13 0.0 0.0 0.66 0.0 0.0 0.0 0.0 0.29 0.0 0.0
frame_det_00_015312.jpg 0.0 0.0 0.0 0.75 0.87 1.28 0.0 0.72 1.02 1.27 0.0 0.11 0.0 0.0 0.22 1.04 0.0
frame_det_00_015316.jpg 1.43 0.29 2.69 1.6 0.5 0.0 1.0 0.03 0.0 0.0 1.64 0.05 0.99 0.92 0.0 0.0 0.18
frame_det_00_015327.jpg 0.27 0.0 0.76 0.0 1.15 0.04 0.0 1.58 1.39 1.52 0.0 0.0 0.0 0.0 1.92 0.85 0.0
frame_det_00_015335.jpg 0.0 0.57 0.0 1.04 1.93 0.21 0.09 1.86 3.8 0.77 0.0 0.61 0.0 0.1 1.58 1.19 0.0
frame_det_00_015336.jpg 0.24 0.0 0.0 0.18 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.54 0.0 0.03 0.0 1.19 0.57
frame_det_00_015341.jpg 1.13 0.0 0.71 0.0 0.26 0.0 0.0 0.66 0.88 1.62 0.0 0.58 0.71 0.0 0.06 0.0 0.0
frame_det_00_015343.jpg 0.22 0.0 1.24 0.0 0.0 2.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.24 2.69 0.33
frame_det_00_015348.jpg 0.0 0.0 1.49 0.17 0.0 0.0 0.0 0.24 0.0 0.0 0.15 0.35 0.81 0.0 0.31 1.32 0.0
frame_det_00_015359.jpg 0.0 0.0 0.0 0.0 0.95 0.55 0.37 0.0 0.77 1.29 0.0 0.0 0.6 0.0 0.63 0.38 0.0
frame_det_00_015366.jpg 0.8 1.43 0.0 1.86 0.04 1.09 0.75 0.16 1.18 0.0 0.45 0.0 0.86 0.0 2.99 1.48 0.0
frame_det_00_015370.jpg 0.46 0.84 0.0 0.86 1.48 0.79 0.0 0.26 0.76 0.0 0.57 0.85 0.0 0.09 1.58 0.29 1.37
frame_det_00_015378.jpg 0.0 0.0 2.19 0.13 0.38 0.0 0.58 1.27 0.0 1.15 0.54 0.15 1.07 0.0 0.46 1.36 0.5
frame_det_00_015395.jpg 1.9 1.21 0.09 0.0 0.77 2.02 0.0 1.65 2.1 0.39 0.0 0.06 0.0 0.0 1.56 0.29 0.0
frame_det_00_015399.jpg 0.58 1.71 0.32 0.8 1.33 0.07 0.48 3.45 1.93 2.14 1.16 2.09 1.34 0.14 1.86 1.65 0.0
frame_det_00_015404.jpg 0.1 0.75 0.0 0.07 0.0 0.25 0.09 0.97 0.96 0.64 0.0 0.22 0.0 0.0 0.57 1.37 0.0
frame_det_00_015416.jpg 0.23 0.0 0.0 0.46 0.0 0.0 0.0 1.44 0.0 0.67 0.83 0.09 1.25 0.3 0.15 0.69 0.14
frame_det_00_015424.jpg 0.0 0.22 0.62 0.87 0.88 1.7 1.01 0.54 1.51 0.96 0.07 0.0 0.58 0.66 0.79 0.86 0.3
frame_det_00_015427.jpg 1.84 1.81 0.0 1.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.31 0.0 0.0
frame_det_00_015429.jpg 1.33 0.79 1.52 0.33 0.74 0.0 0.0 0.9 0.96 1.12 0.0 0.84 0.0 0.0 1.21 0.83 0.0
frame_det_00_015438.jpg 0.99 0.72 0.25 0.0 0.69 1.11 0.52 0.12 0.94 0.0 0.0 0.0 0.84 0.0 2.82 0.0 0.0
frame_det_00_015441.jpg 1.17 0.51 1.21 0.0 0.14 2.0 0.11 0.0 0.0 0.85 0.0 0.63 0.0 0.45 0.68 0.0 0.0
frame_det_00_015442.jpg 0.44 0.1 0.0 0.6 0.44 1.27 1.0 2.57 1.21 3.0 0.53 2.42 0.09 0.71 0.67 1.54 0.0
frame_det_00_015475.jpg 1.32 2.11 0.0 0.94 1.94 0.03 0.15 1.77 2.56 2.52 0.0 0.21 0.0 0.0 1.97 0.07 0.11
frame_det_00_015483.jpg 0.38 0.29 0.0 0.65 1.1 0.0 0.35 2.26 0.87 0.0 0.0 0.36 0.0 0.0 0.68 1.53 0.0
frame_det_00_015487.jpg 2.47 1.0 0.12 0.26 0.16 2.5 0.0 0.75 0.52 0.06 0.0 0.0 0.0 0.0 0.0 0.0 1.75
frame_det_00_015489.jpg 0.0 0.51 0.0 0.25 1.57 1.03 0.39 1.87 3.19 1.81 0.0 0.0 0.13 0.01 2.94 0.54 0.0
frame_det_00_015493.jpg 1.24 0.55 0.21 0.0 2.7 1.21 1.75 3.08 2.07 1.91 0.14 2.26 0.0 0.22 0.22 0.53 0.27
frame_det_00_015505.jpg 0.0 0.07 0.0 0.0 1.11 2.2 0.48 1.27 2.03 1.69 0.0 0.0 0.3 0.71 0.8 0.5 0.0
frame_det_00_015514.jpg 0.0 0.0 0.76 0.62 0.12 1.17 0.12 1.39 0.47 0.94 0.0 0.83 0.0 0.66 0.0 0.0 0.0
frame_det_00_015527.jpg 0.0 0.23 0.0 0.0 1.45 1.29 0.1 1.35 3.05 1.14 0.0 0.0 0.0 0.0 2.25 1.24 0.0
frame_det_00_015534.jpg 1.16 2.74 0.0 1.31 0.0 0.0 0.0 0.0 0.06 0.0 0.12 0.0 0.37 0.0 1.26 0.79 1.11
frame_det_00_015537.jpg 0.0 0.0 0.0 0.15 1.75 3.23 0.17 1.69 3.18 2.07 0.0 0.0 0.0 0.0 2.77 0.49 0.0
frame_det_00_015542.jpg 0.0 0.0 0.0 0.0 0.0 0.37 0.0 0.0 0.0 0.12 0.0 0.18 0.0 0.0 0.0 0.15 0.11
frame_det_00_015552.jpg 0.0 0.18 0.0 0.0 0.11 0.89 0.86 0.0 0.0 0.76 0.49 0.0 0.0 0.06 0.0 0.0 0.1
frame_det_00_015553.jpg 0.0 0.0 0.0 0.0 0.72 0.1 0.53 2.04 0.4 0.0 0.2 1.32 0.0 0.0 0.0 0.34 0.43
frame_det_00_015562.jpg 0.17 1.38 0.0 1.45 1.49 1.59 0.83 2.95 3.33 2.67 0.0 0.75 0.0 0.08 3.06 0.29 0.0
frame_det_00_015565.jpg 0.0 1.22 0.0 1.26 0.0 0.0 0.45 0.0 1.09 0.84 0.0 0.42 0.0 0.0 0.33 0.0 0.0
frame_det_00_015568.jpg 0.0 0.0 0.0 0.0 2.75 0.93 0.82 1.67 2.99 1.29 0.0 0.0 0.18 0.0 2.93 0.98 0.26
frame_det_00_015573.jpg 0.0 0.0 0.7 0.0 1.76 1.7 1.57 0.83 0.92 1.95 0.12 1.62 0.0 1.51 0.0 1.41 0.0
frame_det_00_015580.jpg 0.0 0.0 0.05 0.6 1.82 0.0 0.0 1.1 3.02 1.57 0.0 0.0 0.0 0.52 2.64 0.38 0.0
frame_det_00_015584.jpg 0.8 0.0 0.0 0.0 1.28 0.48 0.3 2.39 1.22 3.13 1.68 0.63 1.35 0.0 1.02 0.39 0.0
frame_det_00_015593.jpg 0.0 0.0 0.46 0.17 3.0 2.43 0.78 2.13 3.7 1.76 0.0 0.12 0.56 0.36 2.61 0.18 0.08
frame_det_00_015599.jpg 0.0 0.0 0.0 0.0 0.0 0.08 0.0 1.77 0.81 0.72 0.63 0.06 0.0 0.17 0.13 0.0 0.13
frame_det_00_015604.jpg 0.0 0.0 0.49 0.0 2.35 3.15 1.94 2.39 1.74 0.96 0.0 0.0 0.11 0.25 1.95 0.83 0.94
